"comp_A","comp_B","r_value","n"
"AXP","WIN",0.335905581536843,252
"AXP","WLP",0.151666213871821,252
"AXP","WM",-0.48229462897792,252
"AXP","WMB",0.257506438982978,252
"AXP","WMT",-0.236854996942897,252
"AXP","WPI",-0.179131302981637,252
"AXP","WPX",0.385685466182011,252
"AXP","WU",-0.33919333584779,252
"AXP","WY",-0.0719889855402991,252
"AXP","WYN",-0.450328713116652,252
"AXP","WYNN",0.484960827828203,252
"AXP","X",0.149252279256196,252
"AXP","XEL",-0.309132697828302,252
"AXP","XL",-0.321645329471147,252
"AXP","XLNX",0.47518081245383,252
"AXP","XOM",0.647655933688695,252
"AXP","XRAY",0.00130184722053498,252
"AXP","XRX",-0.00269000653394641,252
"AXP","XYL",0.727147228948289,252
"AXP","YHOO",-0.0723606961893797,252
"AXP","YUM",0.0767694084073847,252
"AXP","ZION",0.59477503091346,252
"AXP","ZMH",-0.245738219296564,252
"AZO","BA",0.815909824240501,252
"AZO","BAC",0.250806117379235,252
"AZO","BAX",-0.461618608150979,252
"AZO","BBBY",0.862245818531926,252
"AZO","BBT",0.420615359319624,252
"AZO","BBY",0.830693452378353,252
"AZO","BCR",0.83348141480634,252
"AZO","BDX",0.910509310144382,252
"AZO","BEAM",0.510978752028766,252
"AZO","BEN",-0.10391110949843,252
"AZO","BF.B",0.0343510126895509,252
"AZO","BHI",-0.425222454245904,252
"AZO","BIG",0.446788565929761,252
"AZO","BIIB",0.841448265200942,252
"AZO","BK",0.578777714691282,252
"AZO","BLK",0.884295280534125,252
"AZO","BLL",0.768998619707822,252
"AZO","BMC",0.425428037881447,252
"AZO","BMS",0.904213847840349,252
"AZO","BMY",0.92271504956159,252
"AZO","BRCM",0.713210078717093,252
"AZO","BRK.B",0.78908020399458,252
"AZO","BSX",0.870410140435653,252
"AZO","BTU",-0.826690987064551,252
"AZO","BWA",-0.211570604637067,252
"AZO","BXP",0.913527777402167,252
"AZO","C",0.462334283723103,252
"AZO","CA",0.880533746935335,252
"AZO","CAG",0.751892484704349,252
"AZO","CAH",0.88560394327748,252
"AZO","CAM",-0.8506412624524,252
"AZO","CAT",-0.817929791586636,252
"AZO","CB",0.842930528119305,252
"AZO","CBG",0.82596408257821,252
"AZO","CBS",0.171172955022994,252
"AZO","CCE",-0.277206182698447,252
"AZO","CCI",0.74196707160821,252
"AZO","CCL",0.909042999747531,252
"AZO","CELG",0.838093043166823,252
"AZO","CERN",0.885342196201813,252
"AZO","CF",0.785718539937763,252
"AZO","CFN",0.799118020348935,252
"AZO","CHK",-0.812044092972798,252
"AZO","CHRW",0.73153551232803,252
"AZO","CI",0.92362956270274,252
"AZO","CINF",0.956849216103383,252
"AZO","CL",0.763901230455919,252
"AZO","CLF",-0.796395168526207,252
"AZO","CLX",0.88469008344297,252
"AZO","CMA",-0.535807874361074,252
"AZO","CMCSA",0.778528909452433,252
"AZO","CME",0.897391200314998,252
"AZO","CMG",0.448639143702503,252
"AZO","CMI",-0.081512879282843,252
"AZO","CMS",0.856439798162439,252
"AZO","CNP",-0.760799840427612,252
"AZO","CNX",-0.741055309775634,252
"AZO","COF",0.113026336960114,252
"AZO","COG",-0.689238006790633,252
"AZO","COH",0.231239768735762,252
"AZO","COL",0.949080163513714,252
"AZO","COP",-0.720153437572413,252
"AZO","COST",0.910664751629392,252
"AZO","COV",0.689761435912234,252
"AZO","CPB",0.680852280641598,252
"AZO","CRM",0.745287558077453,252
"AZO","CSC",0.752689023104757,252
"AZO","CSCO",0.853541301030778,252
"AZO","CSX",0.675318201601487,252
"AZO","CTAS",0.900759260415521,252
"AZO","CTL",0.0617700981161624,252
"AZO","CTSH",0.911376399378706,252
"AZO","CTXS",-0.229419178907362,252
"AZO","CVC",0.569139308031544,252
"AZO","CVH",0.765366417260894,252
"AZO","CVS",0.930804862984053,252
"AZO","CVX",-0.753573445950216,252
"AZO","D",0.659509833213541,252
"AZO","DD",0.835935666713165,252
"AZO","DE",0.384854602637285,252
"AZO","DF",0.457379651745472,252
"AZO","DFS",-0.0537203602102587,252
"AZO","DG",0.903218675868227,252
"AZO","DGX",0.911265163674056,252
"AZO","DHI",0.867117965087746,252
"AZO","DHR",0.892974116860343,252
"AZO","DIS",0.901326578874733,252
"AZO","DISCA",-0.737958790936426,252
"AZO","DLTR",0.959925263845156,252
"AZO","DNB",0.751762223589534,252
"AZO","DNR",-0.840835225865581,252
"AZO","DO",-0.740122686451092,252
"AZO","DOV",-0.760264999018831,252
"AZO","DOW",-0.431195968054763,252
"AZO","DPS",0.865136798993355,252
"AZO","DRI",0.942586320698477,252
"AZO","DTE",0.694669488238938,252
"AZO","DTV",0.328824889866688,252
"AZO","DUK",0.616381869149647,252
"AZO","DVA",0.717730939484847,252
"AZO","DVN",-0.616295369381612,252
"AZO","EA",0.931548032084156,252
"AZO","EBAY",0.775460138585754,252
"AZO","ECL",0.152558649372164,252
"AZO","ED",0.709170879789393,252
"AZO","EFX",0.902097303546098,252
"AZO","EIX",0.799232116523133,252
"AZO","EL",0.707195811572878,252
"AZO","EMC",0.0491037241583599,252
"AZO","EMN",-0.711481344925058,252
"AZO","EMR",-0.731987178095043,252
"AZO","EOG",-0.625946080376855,252
"AZO","EQR",0.888367195109327,252
"AZO","EQT",-0.718213737853408,252
"AZO","ESRX",0.875885175301258,252
"AZO","ESV",-0.875957041840655,252
"AZO","ETFC",0.89317473708602,252
"AZO","ETN",-0.0996445226232398,252
"AZO","ETR",0.549984209621541,252
"AZO","EW",0.866807313001065,252
"AZO","EXC",0.231602237147124,252
"AZO","EXPD",0.755879518921376,252
"AZO","EXPE",0.702390998236788,252
"AZO","F",-0.00842402746759729,252
"AZO","FAST",-0.459732935614421,252
"AZO","FCX",-0.88771220501056,252
"AZO","FDO",0.497834652723828,252
"AZO","FDX",0.746079060604745,252
"AZO","FE",0.637635338590552,252
"AZO","FFIV",0.333296972175663,252
"AZO","FHN",0.913430423912881,252
"AZO","FII",0.888991574231635,252
"AZO","FIS",0.936342581464066,252
"AZO","FISV",0.912862470859838,252
"AZO","FITB",-0.459711047690349,252
"AZO","FLIR",-0.351029070273616,252
"AZO","FLR",-0.773932865012405,252
"AZO","FLS",-0.807617930351167,252
"AZO","FMC",-0.448460588719571,252
"AZO","FOSL",-0.529865283530949,252
"AZO","FRX",0.527067803540117,252
"AZO","FSLR",-0.53686087002316,252
"AZO","FTI",-0.861490824575348,252
"AZO","FTR",0.802767177303607,252
"AZO","GAS",-0.0511067326891544,252
"AZO","GCI",0.673125322410308,252
"AZO","GD",0.726592884233475,252
"AZO","GE",-0.143361941520049,252
"AZO","GILD",0.378431928865528,252
"AZO","GIS",0.616079108688172,252
"AZO","GLW",0.781729947449169,252
"AZO","GME",-0.341747937102075,252
"AZO","GNW",-0.814781205087629,252
"AZO","GOOG",-0.321209338023484,252
"AZO","GPC",0.722690322364389,252
"AZO","GPS",0.297726908379037,252
"AZO","GS",0.655654211796417,252
"AZO","GT",0.382024686780417,252
"AZO","GWW",-0.320942787566256,252
"AZO","HAL",-0.819522696302612,252
"AZO","HAR",0.689204571972543,252
"AZO","HAS",0.808009269924213,252
"AZO","HBAN",0.881597003429136,252
"AZO","HCBK",0.413421290886684,252
"AZO","HCN",0.864945379414723,252
"AZO","HCP",0.589059927516731,252
"AZO","HD",0.891856332357719,252
"AZO","HES",-0.794101635400475,252
"AZO","HIG",0.885457119021875,252
"AZO","HOG",-0.168008806966473,252
"AZO","HON",0.923087306674778,252
"AZO","HOT",0.298248288611631,252
"AZO","HP",-0.815247052417379,252
"AZO","HPQ",0.297116150420964,252
"AZO","HRB",0.559245200544261,252
"AZO","HRL",0.820519019713736,252
"AZO","HRS",0.458648101130931,252
"AZO","HSP",0.901375382526415,252
"AZO","HST",0.29112194577429,252
"AZO","HSY",0.749580788705814,252
"AZO","HUM",0.911226864503274,252
"AZO","IBM",-0.797646819523479,252
"AZO","ICE",0.880567660758076,252
"AZO","IFF",0.834126945452957,252
"AZO","IGT",0.5507744443821,252
"AZO","INTC",0.363994880293536,252
"AZO","INTU",0.865677855795016,252
"AZO","IP",0.871741323007512,252
"AZO","IPG",0.827105121759595,252
"AZO","IR",0.858922055260151,252
"AZO","IRM",0.755922033188595,252
"AZO","ISRG",0.609084476157371,252
"AZO","ITW",0.926137931844776,252
"AZO","IVZ",0.537350464474588,252
"AZO","JBL",0.695305522921365,252
"AZO","JCI",0.501805111054095,252
"AZO","JCP",-0.480707898194114,252
"AZO","JDSU",0.583250152598962,252
"AZO","JEC",-0.694314025416397,252
"AZO","JNJ",0.214047989340126,252
"AZO","JNPR",-0.0475522386222253,252
"AZO","JOY",-0.865291862558384,252
"AZO","JPM",0.581726054446972,252
"AZO","JWN",0.878205330602075,252
"AZO","K",0.31617279416052,252
"AZO","KEY",0.440955391367522,252
"AZO","KIM",0.879548682207518,252
"AZO","KLAC",0.569209160888625,252
"AZO","KMB",0.648087937934647,252
"AZO","KMI",0.741015388207356,252
"AZO","KMX",0.908756631307792,252
"AZO","KO",0.319791723842946,252
"AZO","KR",0.937211226852072,252
"AZO","KRFT",0.787299269050211,252
"AZO","KSS",0.841443460732427,252
"AZO","L",-0.59124371028241,252
"AZO","LEG",0.931575898593643,252
"AZO","LEN",0.893463142604473,252
"AZO","LH",0.86115604115502,252
"AZO","LLL",0.768679563237794,252
"AZO","LLTC",0.552379658858227,252
"AZO","LLY",0.849588061294097,252
"AZO","LM",0.830370272689642,252
"AZO","LMT",0.865700148712497,252
"AZO","LNC",0.754233030791218,252
"AZO","LO",0.82778388126403,252
"AZO","LOW",0.930524882678649,252
"AZO","LRCX",0.625823162971354,252
"AZO","LSI",-0.743949672061976,252
"AZO","LUK",-0.562066254791361,252
"AZO","LUV",0.86333807053277,252
"AZO","LYB",-0.594366187882973,252
"AZO","M",0.855236034503239,252
"AZO","MA",0.902406754651063,252
"AZO","MAR",0.837793396157852,252
"AZO","MAS",0.863756540807643,252
"AZO","MAT",-0.788319699288153,252
"AZO","MCD",0.070906060366778,252
"AZO","MCHP",0.391724720839935,252
"AZO","MCK",0.862316871218397,252
"AZO","MCO",0.65204385782184,252
"AZO","MDLZ",0.203517658102718,252
"AZO","MDT",0.919268321702206,252
"AZO","MET",-0.106793506858767,252
"AZO","MJN",0.689802665134027,252
"AZO","MKC",0.858215448815704,252
"AZO","MMC",0.831181625643317,252
"AZO","MMM",0.918109491168515,252
"AZO","MNST",0.884873938343466,252
"AZO","MO",0.821788181588411,252
"AZO","MON",0.428326176970455,252
"AZO","MOS",0.300066910080051,252
"AZO","MPC",0.712792587365606,252
"AZO","MRK",0.373280190537856,252
"AZO","MRO",-0.854084290038168,252
"AZO","MS",0.717987282006816,252
"AZO","MSFT",0.198517618921141,252
"AZO","MSI",0.548925661282291,252
"AZO","MTB",0.400439705540036,252
"AZO","MU",0.0529667844858542,252
"AZO","MUR",-0.74632966568688,252
"AZO","MWV",0.839634802062264,252
"AZO","MYL",0.876159655924065,252
"AZO","NBL",-0.823386047419526,252
"AZO","NBR",-0.803768285005489,252
"AZO","NDAQ",0.852491109327487,252
"AZO","NE",-0.802794819010933,252
"AZO","NEE",0.810413472553385,252
"AZO","NEM",-0.321156747035326,252
"AZO","NFLX",-0.00917200709649293,252
"AZO","NFX",-0.476154892286653,252
"AZO","NI",0.763394051420107,252
"AZO","NKE",0.801990221087776,252
"AZO","NOC",0.919709135485081,252
"AZO","NOV",-0.859165386698627,252
"AZO","NRG",-0.754578247853905,252
"AZO","NSC",0.409747655064226,252
"AZO","NTAP",0.0789178727561741,252
"AZO","NTRS",0.616911470643455,252
"AZO","NU",0.906896612890876,252
"AZO","NUE",-0.503448902560255,252
"AZO","NVDA",0.888350902188688,252
"AZO","NWL",0.84449629619905,252
"AZO","NWSA",-0.331983538562072,252
"AZO","OI",-0.678820283482518,252
"AZO","OKE",-0.823096675022397,252
"AZO","OMC",0.894836075159047,252
"AZO","ORCL",0.771806254730062,252
"AZO","ORLY",0.967365790374775,252
"AZO","OXY",-0.82811957719835,252
"AZO","PAYX",0.886084655420436,252
"AZO","PBCT",0.755872701631874,252
"AZO","PBI",-0.612887505985947,252
"AZO","PCAR",0.498761614507604,252
"AZO","PCG",0.834941050210525,252
"AZO","PCL",0.543682128285683,252
"AZO","PCLN",-0.310579986688342,252
"AZO","PCP",-0.658831759164368,252
"AZO","PCS",-0.557776686830095,252
"AZO","PDCO",0.887423519979304,252
"AZO","PEG",0.797094821742345,252
"AZO","PEP",0.699574170017764,252
"AZO","PETM",0.823263338275376,252
"AZO","PFE",0.913333077949074,252
"AZO","PFG",0.319960947968905,252
"AZO","PG",0.570437547923664,252
"AZO","PGR",0.863907658117386,252
"AZO","PH",0.33284955049732,252
"AZO","PHM",0.863116926666025,252
"AZO","PKI",0.468979366928988,252
"AZO","PLD",0.805709857049651,252
"AZO","PLL",0.915178233827505,252
"AZO","PM",-0.385468497177921,252
"AZO","PNC",0.862315204269208,252
"AZO","PNR",-0.498954892808769,252
"AZO","PNW",0.804770463963107,252
"AZO","POM",0.326313674042051,252
"AZO","PPG",0.885687266064791,252
"AZO","PPL",0.520542067577319,252
"AZO","PRGO",0.690833166842859,252
"AZO","PRU",-0.234760790469669,252
"AZO","PSA",0.875063325680543,252
"AZO","PSX",-0.409371822694579,252
"AZO","PWR",-0.823079233264619,252
"AZO","PX",-0.3606447420724,252
"AZO","PXD",-0.743357538718247,252
"AZO","QCOM",-0.634173591474224,252
"AZO","QEP",-0.791719266352622,252
"AZO","R",0.687858229285577,252
"AZO","RAI",0.901449231864901,252
"AZO","RDC",-0.774831188017993,252
"AZO","RF",-0.338033695946536,252
"AZO","RHI",0.882992934069812,252
"AZO","RHT",0.835034412314392,252
"AZO","RL",-0.280724457778379,252
"AZO","ROK",-0.196707481325724,252
"AZO","ROP",0.864621853082562,252
"AZO","ROST",0.931798877710862,252
"AZO","RRC",-0.791152379254528,252
"AZO","RRD",0.715186002170233,252
"AZO","RSG",0.735004016306133,252
"AZO","RTN",0.865920290809961,252
"AZO","S",-0.672811450846486,252
"AZO","SAI",0.185760128167741,252
"AZO","SBUX",0.899736096722245,252
"AZO","SCG",0.722460779378115,252
"AZO","SCHW",0.635891510060902,252
"AZO","SE",-0.663701327823199,252
"AZO","SEE",0.943739486610108,252
"AZO","SHW",0.929898499839635,252
"AZO","SIAL",0.677154471445192,252
"AZO","SJM",0.772784079363504,252
"AZO","SLB",-0.772889052971443,252
"AZO","SLM",0.59517675806604,252
"AZO","SNA",0.903402194565917,252
"AZO","SNDK",-0.397235870774241,252
"AZO","SNI",-0.555454652524615,252
"AZO","SO",0.566395703603165,252
"AZO","SPG",0.858424125983063,252
"AZO","SPLS",0.874829540056888,252
"AZO","SRCL",0.934820841584127,252
"AZO","SRE",0.711614947668664,252
"AZO","STI",0.790739917504592,252
"AZO","STJ",0.519731841434496,252
"AZO","STT",0.652174184366512,252
"AZO","STX",0.381893603846878,252
"AZO","STZ",0.91421327154284,252
"AZO","SWK",0.816329463990995,252
"AZO","SWN",-0.819020256127706,252
"AZO","SWY",0.761004015745351,252
"AZO","SYK",0.875873104949154,252
"AZO","SYMC",0.580839233584312,252
"AZO","SYY",0.733858893791211,252
"AZO","T",-0.412469609453224,252
"AZO","TAP",0.507362613547414,252
"AZO","TDC",0.190176235020948,252
"AZO","TE",0.768497936407621,252
"AZO","TEG",0.710443319404465,252
"AZO","TEL",0.847838001327419,252
"AZO","TER",0.331725111832495,252
"AZO","TGT",0.936515116731373,252
"AZO","THC",-0.263409711917844,252
"AZO","TIE",-0.11911829088952,252
"AZO","TIF",-0.174492037769539,252
"AZO","TJX",0.857195085968474,252
"AZO","TMK",0.287699162586679,252
"AZO","TMO",0.834405006671874,252
"AZO","TRIP",-0.4825023854943,252
"AZO","TROW",0.667065812497916,252
"AZO","TRV",0.901233442125055,252
"AZO","TSN",0.222910104276581,252
"AZO","TSO",0.915783139035743,252
"AZO","TSS",0.928580911313041,252
"AZO","TWC",0.614592492714771,252
"AZO","TWX",0.672426612839524,252
"AZO","TXN",0.940117011145638,252
"AZO","TXT",0.873196311501302,252
"AZO","TYC",-0.0459687867192787,252
"AZO","UNH",0.930694049633809,252
"AZO","UNM",-0.169738374191475,252
"AZO","UNP",0.722496260764241,252
"AZO","UPS",0.44051882169837,252
"AZO","URBN",0.454336160758973,252
"AZO","USB",0.780881462302155,252
"AZO","UTX",0.652848195466762,252
"AZO","V",0.918406639694391,252
"AZO","VAR",0.900747591109377,252
"AZO","VFC",0.876592802157998,252
"AZO","VIAB",-0.672437103089202,252
"AZO","VLO",0.540848148808969,252
"AZO","VMC",0.872638415319385,252
"AZO","VNO",0.886057737809867,252
"AZO","VRSN",0.786649738302357,252
"AZO","VTR",0.827064103892457,252
"AZO","VZ",0.136382979487034,252
"AZO","WAG",-0.180712744308324,252
"AZO","WAT",0.901479127946152,252
"AZO","WDC",0.555141014409441,252
"AZO","WEC",0.741957468757928,252
"AZO","WFC",0.833920990460491,252
"AZO","WFM",0.812825760253168,252
"AZO","WHR",0.911528948870528,252
"AZO","WIN",-0.634230015566635,252
"AZO","WLP",0.463013445582602,252
"AZO","WM",0.891236239432079,252
"AZO","WMB",-0.262585608559231,252
"AZO","WMT",0.792371965931051,252
"AZO","WPI",0.48869964729708,252
"AZO","WPX",-0.857360289373456,252
"AZO","WU",0.87230725497226,252
"AZO","WY",0.674406030339144,252
"AZO","WYN",0.866355220010007,252
"AZO","WYNN",-0.887128068732689,252
"AZO","X",-0.456076296114243,252
"AZO","XEL",0.823439671342316,252
"AZO","XL",0.871266715713249,252
"AZO","XLNX",-0.307431540105053,252
"AZO","XOM",-0.773600210761726,252
"AZO","XRAY",0.789670482537914,252
"AZO","XRX",0.473154427364851,252
"AZO","XYL",-0.11857740474314,252
"AZO","YHOO",0.648772157427753,252
"AZO","YUM",0.364873882282766,252
"AZO","ZION",-0.561180560108744,252
"AZO","ZMH",0.884719122491404,252
"BA","BAC",-0.037165117574452,252
"BA","BAX",-0.525159438436507,252
"BA","BBBY",0.654145927218141,252
"BA","BBT",0.404382300070577,252
"BA","BBY",0.615939063003892,252
"BA","BCR",0.58854252732608,252
"BA","BDX",0.714085945402172,252
"BA","BEAM",0.634008524829561,252
"BA","BEN",-0.137455550562536,252
"BA","BF.B",0.17494216151555,252
"BA","BHI",-0.0851438690127148,252
"BA","BIG",0.521437503589023,252
"BA","BIIB",0.8284974654414,252
"BA","BK",0.315604539280277,252
"BA","BLK",0.713035446379999,252
"BA","BLL",0.650341888343059,252
"BA","BMC",0.358720904956729,252
"BA","BMS",0.845501311624313,252
"BA","BMY",0.707762416413266,252
"BA","BRCM",0.548768138028686,252
"BA","BRK.B",0.466797078483804,252
"BA","BSX",0.881177581289502,252
"BA","BTU",-0.59506058295414,252
"BA","BWA",0.0839361841946218,252
"BA","BXP",0.762429790385465,252
"BA","C",0.215576534807639,252
"BA","CA",0.793612871999926,252
"BA","CAG",0.473290631024604,252
"BA","CAH",0.719090892540964,252
"BA","CAM",-0.663063235351038,252
"BA","CAT",-0.712372181725851,252
"BA","CB",0.579358943758689,252
"BA","CBG",0.634761051643344,252
"BA","CBS",0.404635374546032,252
"BA","CCE",-0.139296642836862,252
"BA","CCI",0.735175375866842,252
"BA","CCL",0.718229774430877,252
"BA","CELG",0.614738528377145,252
"BA","CERN",0.733449769548742,252
"BA","CF",0.748665942570523,252
"BA","CFN",0.528374695492244,252
"BA","CHK",-0.585593218774732,252
"BA","CHRW",0.464309375637693,252
"BA","CI",0.824438702665419,252
"BA","CINF",0.785049707237642,252
"BA","CL",0.686934632245067,252
"BA","CLF",-0.611388333734133,252
"BA","CLX",0.725622475639255,252
"BA","CMA",-0.366521546773561,252
"BA","CMCSA",0.650709517982157,252
"BA","CME",0.72510136952293,252
"BA","CMG",0.237714263967744,252
"BA","CMI",-0.00863724225157392,252
"BA","CMS",0.649744622472327,252
"BA","CNP",-0.751785953779432,252
"BA","CNX",-0.54580332615761,252
"BA","COF",-0.0280244635648874,252
"BA","COG",-0.536973379546548,252
"BA","COH",0.401123354620092,252
"BA","COL",0.855953492456851,252
"BA","COP",-0.508045285296555,252
"BA","COST",0.746194967532566,252
"BA","COV",0.102995803215123,252
"BA","CPB",0.771175135229055,252
"BA","CRM",0.639334306910761,252
"BA","CSC",0.768109958936719,252
"BA","CSCO",0.721335369033028,252
"BA","CSX",0.4218783212232,252
"BA","CTAS",0.738052716717758,252
"BA","CTL",-0.128829123950806,252
"BA","CTSH",0.872036166153862,252
"BA","CTXS",-0.21246508952227,252
"BA","CVC",0.289015497765805,252
"BA","CVH",0.655010485130898,252
"BA","CVS",0.77341772190233,252
"BA","CVX",-0.559410278568516,252
"BA","D",0.406215257951065,252
"BA","DD",0.796144453147646,252
"BA","DE",0.466486541823305,252
"BA","DF",0.259761033834379,252
"BA","DFS",-0.263335915565266,252
"BA","DG",0.69901906727167,252
"BA","DGX",0.789286753301909,252
"BA","DHI",0.835120626414582,252
"BA","DHR",0.73530431432204,252
"BA","DIS",0.816314000962347,252
"BA","DISCA",-0.599961836180215,252
"BA","DLTR",0.824481284066952,252
"BA","DNB",0.631243517457293,252
"BA","DNR",-0.566164825032296,252
"BA","DO",-0.574858657519921,252
"BA","DOV",-0.51244068783425,252
"BA","DOW",-0.133542502038719,252
"BA","DPS",0.694439389682419,252
"BA","DRI",0.80538100368653,252
"BA","DTE",0.424237918596946,252
"BA","DTV",0.310241533210356,252
"BA","DUK",0.315305004088122,252
"BA","DVA",0.511678879517399,252
"BA","DVN",-0.328984374816854,252
"BA","EA",0.83808399572437,252
"BA","EBAY",0.592498307754271,252
"BA","ECL",0.327741611005596,252
"BA","ED",0.431540025158958,252
"BA","EFX",0.813537815559275,252
"BA","EIX",0.522272481093042,252
"BA","EL",0.786993204013004,252
"BA","EMC",-0.207312377817165,252
"BA","EMN",-0.490776895595465,252
"BA","EMR",-0.611469677573579,252
"BA","EOG",-0.3987122968104,252
"BA","EQR",0.702230819274124,252
"BA","EQT",-0.468512931107905,252
"BA","ESRX",0.635480769046774,252
"BA","ESV",-0.663782487665239,252
"BA","ETFC",0.829835454240982,252
"BA","ETN",0.106679493954032,252
"BA","ETR",0.249871925802444,252
"BA","EW",0.617880882748356,252
"BA","EXC",0.0465118590779843,252
"BA","EXPD",0.766602581970431,252
"BA","EXPE",0.506824198164301,252
"BA","F",0.207051872900304,252
"BA","FAST",-0.422593967634916,252
"BA","FCX",-0.715784164535028,252
"BA","FDO",0.256319577919118,252
"BA","FDX",0.505421795242294,252
"BA","FE",0.370016074525842,252
"BA","FFIV",-0.0237927162574108,252
"BA","FHN",0.803003813271889,252
"BA","FII",0.745615389990096,252
"BA","FIS",0.796405195789391,252
"BA","FISV",0.781886606839086,252
"BA","FITB",-0.364860331191401,252
"BA","FLIR",-0.196959409585974,252
"BA","FLR",-0.550660205648377,252
"BA","FLS",-0.543406989367701,252
"BA","FMC",-0.127768999361827,252
"BA","FOSL",-0.670076475292299,252
"BA","FRX",0.483970136967603,252
"BA","FSLR",-0.244202911268634,252
"BA","FTI",-0.736578081990381,252
"BA","FTR",0.751060007253279,252
"BA","GAS",-0.183150436358286,252
"BA","GCI",0.5835254215248,252
"BA","GD",0.482796215134262,252
"BA","GE",0.0411125629243326,252
"BA","GILD",0.199483888118658,252
"BA","GIS",0.583792952310931,252
"BA","GLW",0.79946079536597,252
"BA","GME",-0.201043653215264,252
"BA","GNW",-0.552200171882373,252
"BA","GOOG",-0.108140989728233,252
"BA","GPC",0.364239733149061,252
"BA","GPS",0.311313765636138,252
"BA","GS",0.399902512346163,252
"BA","GT",0.282423665244558,252
"BA","GWW",-0.274779884952131,252
"BA","HAL",-0.55571512601944,252
"BA","HAR",0.843360565403212,252
"BA","HAS",0.789826529249035,252
"BA","HBAN",0.742737646816814,252
"BA","HCBK",0.41355028513145,252
"BA","HCN",0.629708478295862,252
"BA","HCP",0.284152818534961,252
"BA","HD",0.736956749416296,252
"BA","HES",-0.565286177523035,252
"BA","HIG",0.647015075580668,252
"BA","HOG",-0.0897681589006196,252
"BA","HON",0.812485023961705,252
"BA","HOT",0.281692582726637,252
"BA","HP",-0.549750687271238,252
"BA","HPQ",0.0178624965649202,252
"BA","HRB",0.421976942711625,252
"BA","HRL",0.746367258922493,252
"BA","HRS",0.626259813177902,252
"BA","HSP",0.884723190871659,252
"BA","HST",0.00231974468978975,252
"BA","HSY",0.634606669122018,252
"BA","HUM",0.796433894103928,252
"BA","IBM",-0.535441761752072,252
"BA","ICE",0.718711838380703,252
"BA","IFF",0.888367599399929,252
"BA","IGT",0.348587522049697,252
"BA","INTC",0.0741837024261315,252
"BA","INTU",0.659017183172239,252
"BA","IP",0.686597729288012,252
"BA","IPG",0.757215029448216,252
"BA","IR",0.806636985417024,252
"BA","IRM",0.488970955405472,252
"BA","ISRG",0.305050585379372,252
"BA","ITW",0.782800186631902,252
"BA","IVZ",0.399699303996334,252
"BA","JBL",0.571279984022132,252
"BA","JCI",0.528630401996563,252
"BA","JCP",-0.20071915856691,252
"BA","JDSU",0.329359398283595,252
"BA","JEC",-0.463971723907352,252
"BA","JNJ",-0.0132987862511993,252
"BA","JNPR",0.240939476154037,252
"BA","JOY",-0.696241682736615,252
"BA","JPM",0.35266458131886,252
"BA","JWN",0.696633661637206,252
"BA","K",0.268415095809785,252
"BA","KEY",0.567510140236641,252
"BA","KIM",0.694709436090168,252
"BA","KLAC",0.253195313768533,252
"BA","KMB",0.330030264503679,252
"BA","KMI",0.521094353157201,252
"BA","KMX",0.674616932152036,252
"BA","KO",0.192879759789455,252
"BA","KR",0.799497804569475,252
"BA","KRFT",0.661768750222377,252
"BA","KSS",0.834727870293574,252
"BA","L",-0.400308214204515,252
"BA","LEG",0.732409406455003,252
"BA","LEN",0.829823349557548,252
"BA","LH",0.8406898361025,252
"BA","LLL",0.728990462477603,252
"BA","LLTC",0.638335633003647,252
"BA","LLY",0.618512366952671,252
"BA","LM",0.766651456362306,252
"BA","LMT",0.679225524184975,252
"BA","LNC",0.582285449256511,252
"BA","LO",0.757848280141186,252
"BA","LOW",0.749290458569798,252
"BA","LRCX",0.420853105454425,252
"BA","LSI",-0.619122623613726,252
"BA","LUK",-0.242885056863827,252
"BA","LUV",0.660272557761432,252
"BA","LYB",-0.312719077470682,252
"BA","M",0.649993644445678,252
"BA","MA",0.725314118284306,252
"BA","MAR",0.627123409638898,252
"BA","MAS",0.746391494096785,252
"BA","MAT",-0.63087704467043,252
"BA","MCD",0.350989399340548,252
"BA","MCHP",0.647012485999087,252
"BA","MCK",0.724076680968782,252
"BA","MCO",0.444246971597036,252
"BA","MDLZ",0.130301417635909,252
"BA","MDT",0.729644474219719,252
"BA","MET",-0.172958130051115,252
"BA","MJN",0.476872982815959,252
"BA","MKC",0.696938671270722,252
"BA","MMC",0.567998262530084,252
"BA","MMM",0.732976698651116,252
"BA","MNST",0.716579807969755,252
"BA","MO",0.671900949767816,252
"BA","MON",0.443431400866875,252
"BA","MOS",0.593073102142668,252
"BA","MPC",0.789683997675357,252
"BA","MRK",0.237442791389004,252
"BA","MRO",-0.622687005863134,252
"BA","MS",0.439131948051199,252
"BA","MSFT",-0.112868539316105,252
"BA","MSI",0.632478643297828,252
"BA","MTB",0.328609163166066,252
"BA","MU",-0.149913785232517,252
"BA","MUR",-0.480458952925178,252
"BA","MWV",0.853309506941123,252
"BA","MYL",0.684194850022807,252
"BA","NBL",-0.545253728395907,252
"BA","NBR",-0.547176526149294,252
"BA","NDAQ",0.652086146939009,252
"BA","NE",-0.546643810723755,252
"BA","NEE",0.579569970051037,252
"BA","NEM",0.0253471360238232,252
"BA","NFLX",0.277326824865365,252
"BA","NFX",-0.20430372064918,252
"BA","NI",0.580935901144159,252
"BA","NKE",0.538373622911374,252
