"comp_A","comp_B","r_value","n"
"A","ETR",0.122183019224723,252
"A","EW",0.281154477707373,252
"A","EXC",-0.0558941596747932,252
"A","EXPD",0.582784466268593,252
"A","EXPE",0.539757059593786,252
"A","F",0.490131480687528,252
"A","FAST",-0.0388007163188548,252
"A","FCX",-0.0656007104770716,252
"A","FDO",0.320713909723377,252
"A","FDX",0.326329673664028,252
"A","FE",0.016200555269813,252
"A","FFIV",0.408286957033423,252
"A","FHN",0.446765390641399,252
"A","FII",0.461767380914445,252
"A","FIS",0.409545885128982,252
"A","FISV",0.36665509048278,252
"A","FITB",0.306808272917098,252
"A","FLIR",0.203642418539,252
"A","FLR",0.0231061406420073,252
"A","FLS",0.0165604671471834,252
"A","FMC",-0.0659293159997286,252
"A","FOSL",-0.186356163133195,252
"A","FRX",0.77942965469745,252
"A","FSLR",0.125172711535601,252
"A","FTI",-0.00893096220701828,252
"A","FTR",0.34828596111268,252
"A","GAS",-0.144734245962978,252
"A","GCI",0.550645520821493,252
"A","GD",0.382671851660072,252
"A","GE",0.590225445451591,252
"A","GILD",0.238073395098196,252
"A","GIS",0.382015379337106,252
"A","GLW",0.343634118454161,252
"A","GME",0.132324014508107,252
"A","GNW",-0.192915103037839,252
"A","GOOG",0.417143034793992,252
"A","GPC",0.271045321277081,252
"A","GPS",0.470367302525958,252
"A","GS",0.454529302450028,252
"A","GT",0.511440107884047,252
"A","GWW",0.27415134408361,252
"A","HAL",-0.0117161129533065,252
"A","HAR",0.452882245965224,252
"A","HAS",0.297596879474357,252
"A","HBAN",0.526743442316844,252
"A","HCBK",0.712660588187249,252
"A","HCN",0.138184319444217,252
"A","HCP",-0.00917932370174439,252
"A","HD",0.305126752589966,252
"A","HES",0.105879340802659,252
"A","HIG",0.422301893654383,252
"A","HOG",0.140978801696584,252
"A","HON",0.502674990647978,252
"A","HOT",0.709866744266811,252
"A","HP",-0.0511003745860264,252
"A","HPQ",0.198929607694981,252
"A","HRB",0.502394530647194,252
"A","HRL",0.383710676899742,252
"A","HRS",0.54504500210889,252
"A","HSP",0.392621720081317,252
"A","HST",0.116826346095844,252
"A","HSY",0.077870179436579,252
"A","HUM",0.406259387970023,252
"A","IBM",-0.101004779498568,252
"A","ICE",0.313859882588424,252
"A","IFF",0.468296558402639,252
"A","IGT",0.367740107522827,252
"A","INTC",0.311351141390741,252
"A","INTU",0.510616362947066,252
"A","IP",0.428994674954475,252
"A","IPG",0.605093668616969,252
"A","IR",0.538738539059854,252
"A","IRM",0.242350284687516,252
"A","ISRG",0.186877038316167,252
"A","ITW",0.492561774528776,252
"A","IVZ",0.705784174605559,252
"A","JBL",0.638970801564491,252
"A","JCI",0.768813086834215,252
"A","JCP",0.195192964269766,252
"A","JDSU",0.178960755510537,252
"A","JEC",-0.0697575143216515,252
"A","JNJ",0.548037604712833,252
"A","JNPR",0.226904268585368,252
"A","JOY",-0.0381182761759872,252
"A","JPM",0.576534209959119,252
"A","JWN",0.376210408202919,252
"A","K",0.158704134343934,252
"A","KEY",0.687480272221591,252
"A","KIM",0.166306065435676,252
"A","KLAC",0.392508128220583,252
"A","KMB",0.206288595737498,252
"A","KMI",0.376114445991002,252
"A","KMX",0.350858416381443,252
"A","KO",0.273380474987292,252
"A","KR",0.27909033365822,252
"A","KRFT",0.23426422797003,252
"A","KSS",0.337248857717077,252
"A","L",0.154732414860322,252
"A","LEG",0.299871588978575,252
"A","LEN",0.411609420484762,252
"A","LH",0.319425350000215,252
"A","LLL",0.406395722489285,252
"A","LLTC",0.529339197170981,252
"A","LLY",0.309986383486892,252
"A","LM",0.489132576783644,252
"A","LMT",0.324237792292573,252
"A","LNC",0.682564585872618,252
"A","LO",0.429624828115826,252
"A","LOW",0.278119751782014,252
"A","LRCX",0.425087836774675,252
"A","LSI",-0.331618346178137,252
"A","LUK",0.161701628318883,252
"A","LUV",0.31613284447958,252
"A","LYB",0.191836712768738,252
"A","M",0.34896045184359,252
"A","MA",0.491764940510114,252
"A","MAR",0.455625365803775,252
"A","MAS",0.423692821910762,252
"A","MAT",-0.124988704564567,252
"A","MCD",0.348169456212128,252
"A","MCHP",0.585759671007519,252
"A","MCK",0.405895270003827,252
"A","MCO",0.491036907902289,252
"A","MDLZ",0.497924032225796,252
"A","MDT",0.384883405102338,252
"A","MET",0.72566172399577,252
"A","MJN",0.388281733762547,252
"A","MKC",0.33754999923917,252
"A","MMC",0.469291371394144,252
"A","MMM",0.4080784328269,252
"A","MNST",0.295660108812536,252
"A","MO",0.245741922100881,252
"A","MON",0.518313956516491,252
"A","MOS",0.287903714594649,252
"A","MPC",0.410567071915554,252
"A","MRK",0.317724951424582,252
"A","MRO",0.0180410926240307,252
"A","MS",0.43533206409555,252
"A","MSFT",0.316621991027853,252
"A","MSI",0.395873559887361,252
"A","MTB",0.806893115965964,252
"A","MU",0.480658992291924,252
"A","MUR",0.0153871467757838,252
"A","MWV",0.453931350997269,252
"A","MYL",0.395362317637245,252
"A","NBL",-0.0357919555419551,252
"A","NBR",-0.0289498382472516,252
"A","NDAQ",0.391486748921634,252
"A","NE",-0.0290837207479482,252
"A","NEE",0.221231355009212,252
"A","NEM",-0.104806684908171,252
"A","NFLX",0.356849588632383,252
"A","NFX",0.314617338220708,252
"A","NI",0.277965145842295,252
"A","NKE",0.287489129797851,252
"A","NOC",0.296023319639446,252
"A","NOV",0.00299347225160968,252
"A","NRG",0.0254949091111439,252
"A","NSC",0.512882330173541,252
"A","NTAP",0.25123537060384,252
"A","NTRS",0.562572704080667,252
"A","NU",-0.076589649697338,252
"A","NUE",0.239651840914219,252
"A","NVDA",0.548432900362254,252
"A","NWL",0.338872182906738,252
"A","NWSA",0.281708905274261,252
"A","OI",0.0107276289301242,252
"A","OKE",0.0617806160019373,252
"A","OMC",0.544164700229891,252
"A","ORCL",0.417892121009141,252
"A","ORLY",0.326437426000801,252
"A","OXY",0.00408081468534742,252
"A","PAYX",0.314687092390488,252
"A","PBCT",0.72814590655453,252
"A","PBI",0.201609789015389,252
"A","PCAR",0.310482011713422,252
"A","PCG",0.154744773709022,252
"A","PCL",0.190803187567676,252
"A","PCLN",0.422464262782439,252
"A","PCP",0.107499750789661,252
"A","PCS",-0.0914615938969037,252
"A","PDCO",0.173985135663384,252
"A","PEG",0.12741727043265,252
"A","PEP",0.343376985349458,252
"A","PETM",0.135183578694283,252
"A","PFE",0.324513877533526,252
"A","PFG",0.647198890409385,252
"A","PG",0.125806747689377,252
"A","PGR",0.452387278214247,252
"A","PH",0.448468692430327,252
"A","PHM",0.436483825977068,252
"A","PKI",0.604885758092045,252
"A","PLD",0.151802329377625,252
"A","PLL",0.279668573278921,252
"A","PM",0.106259762953453,252
"A","PNC",0.641068888632478,252
"A","PNR",-0.0135145231801497,252
"A","PNW",0.09773324417984,252
"A","POM",0.393378018848839,252
"A","PPG",0.442400427329282,252
"A","PPL",0.212261854930743,252
"A","PRGO",0.289009033341443,252
"A","PRU",0.528645503896732,252
"A","PSA",0.147116772420147,252
"A","PSX",0.327177890393263,252
"A","PWR",0.0237509100691806,252
"A","PX",0.432411594213605,252
"A","PXD",0.0315086420338715,252
"A","QCOM",-0.0209668222979305,252
"A","QEP",0.011462838207505,252
"A","R",0.746308037761208,252
"A","RAI",0.363464307932392,252
"A","RDC",-0.090797509261176,252
"A","RF",0.427609299589056,252
"A","RHI",0.399161980196459,252
"A","RHT",0.399481815109491,252
"A","RL",0.00159966537160838,252
"A","ROK",0.350099946420058,252
"A","ROP",0.547166654637693,252
"A","ROST",0.259679276453676,252
"A","RRC",-0.114973824899154,252
"A","RRD",0.44710852016307,252
"A","RSG",0.350534855058052,252
"A","RTN",0.33013212865837,252
"A","S",-0.146370946946645,252
"A","SAI",-0.100119376741652,252
"A","SBUX",0.417151433600708,252
"A","SCG",0.030729295506084,252
"A","SCHW",0.596034155860418,252
"A","SE",0.257388802487128,252
"A","SEE",0.422350766690015,252
"A","SHW",0.285385538130405,252
"A","SIAL",0.128706391135158,252
"A","SJM",0.49694806814062,252
"A","SLB",0.0679540174796928,252
"A","SLM",0.135203501715131,252
"A","SNA",0.435033416662329,252
"A","SNDK",0.407652911583795,252
"A","SNI",0.257958405401147,252
"A","SO",-0.115441970369807,252
"A","SPG",0.183355444352421,252
"A","SPLS",0.105773317282167,252
"A","SRCL",0.325913723016109,252
"A","SRE",0.285064669313711,252
"A","STI",0.628802278422951,252
"A","STJ",0.575619754582332,252
"A","STT",0.43993658550109,252
"A","STX",0.351609439986785,252
"A","STZ",0.293623953146404,252
"A","SWK",0.538723109191969,252
"A","SWN",-0.143224619910765,252
"A","SWY",0.111845765461199,252
"A","SYK",0.400859863589973,252
"A","SYMC",0.340585960708663,252
"A","SYY",0.285081354665898,252
"A","T",0.060373637760387,252
"A","TAP",0.472248373683461,252
"A","TDC",0.166207211417112,252
"A","TE",0.0753740528443609,252
"A","TEG",0.140980561356393,252
"A","TEL",0.543952552236288,252
"A","TER",0.692774050047923,252
"A","TGT",0.280327332681749,252
"A","THC",0.186037513323024,252
"A","TIE",-0.200079690394839,252
"A","TIF",0.440704969181118,252
"A","TJX",0.153353432473905,252
"A","TMK",0.76835630490984,252
"A","TMO",0.536895389696978,252
"A","TRIP",0.298011575652555,252
"A","TROW",0.57734934914732,252
"A","TRV",0.375482983915048,252
"A","TSN",-0.109029975679636,252
"A","TSO",0.38534251453812,252
"A","TSS",0.394513434803497,252
"A","TWC",0.656664946739737,252
"A","TWX",0.385505934411729,252
"A","TXN",0.467343479717379,252
"A","TXT",0.390941240533046,252
"A","TYC",0.679825620923522,252
"A","UNH",0.303650394885908,252
"A","UNM",0.609721986100614,252
"A","UNP",0.364679332584984,252
"A","UPS",0.298537450577069,252
"A","URBN",0.267440186220659,252
"A","USB",0.660228225251065,252
"A","UTX",0.28500745045332,252
"A","V",0.375224852703022,252
"A","VAR",0.463830652471921,252
"A","VFC",0.400910994778,252
"A","VIAB",0.0843862903745441,252
"A","VLO",0.341704389041084,252
"A","VMC",0.407991036644225,252
"A","VNO",0.210155434229657,252
"A","VRSN",0.441061065137693,252
"A","VTR",0.0331327055449127,252
"A","VZ",0.475168198915176,252
"A","WAG",0.114539061273303,252
"A","WAT",0.310099836072188,252
"A","WDC",0.364122439967593,252
"A","WEC",-0.0678701701940949,252
"A","WFC",0.624812797753333,252
"A","WFM",0.12577864835492,252
"A","WHR",0.213878156719555,252
"A","WIN",0.0711067812259116,252
"A","WLP",0.434837772026193,252
"A","WM",0.306282187868792,252
"A","WMB",0.429204514430949,252
"A","WMT",0.135392656178811,252
"A","WPI",0.132980080327135,252
"A","WPX",-0.0368238755119432,252
"A","WU",0.568172332971875,252
"A","WY",0.311949152412544,252
"A","WYN",0.440839129253952,252
"A","WYNN",-0.180156867492685,252
"A","X",0.0728746082623951,252
"A","XEL",0.0973115013081987,252
"A","XL",0.478363021647001,252
"A","XLNX",0.0489482773861211,252
"A","XOM",-0.0132016626420517,252
"A","XRAY",0.487501538960638,252
"A","XRX",0.437391618167212,252
"A","XYL",0.607585003606778,252
"A","YHOO",0.251710441612621,252
"A","YUM",0.516151965914977,252
"A","ZION",0.296736670223691,252
"A","ZMH",0.421476053444893,252
"AA","AAPL",0.31891474662225,252
"AA","ABC",0.11973533460704,252
"AA","ABT",0.350163201856935,252
"AA","ACE",0.308073596175071,252
"AA","ACN",0.0282516371211142,252
"AA","ADBE",0.393959306475123,252
"AA","ADI",-0.265785568530202,252
"AA","ADM",0.714807449955662,252
"AA","ADP",0.294996724998084,252
"AA","ADSK",0.415189691071473,252
"AA","ADT",0.240924869454179,252
"AA","AEE",0.175948631207299,252
"AA","AEP",0.292391810389233,252
"AA","AES",0.174523391432795,252
"AA","AET",0.0639033668663854,252
"AA","AFL",-0.411760671189023,252
"AA","AGN",0.114638001258064,252
"AA","AIG",0.229187996031157,252
"AA","AIV",0.299387892392056,252
"AA","AIZ",0.277760535501632,252
"AA","AKAM",0.124320389408968,252
"AA","ALL",0.23897033769177,252
"AA","ALTR",0.10666752988616,252
"AA","ALXN",0.456428260873246,252
"AA","AMAT",0.402875323728815,252
"AA","AMD",-0.176951920563735,252
"AA","AMGN",0.389094651443975,252
"AA","AMP",0.465451689992979,252
"AA","AMT",0.696724858676197,252
"AA","AMZN",-0.0313664440502113,252
"AA","AN",-0.0439719286843858,252
"AA","ANF",0.0910068349178711,252
"AA","AON",0.052149068562478,252
"AA","APA",0.0885000666049549,252
"AA","APC",0.0652822847925759,252
"AA","APD",0.307492472874866,252
"AA","APH",0.112011332161946,252
"AA","APOL",0.190368610751905,252
"AA","ARG",0.51902836565373,252
"AA","ATI",-0.0557558206713552,252
"AA","AVB",0.252308827025515,252
"AA","AVP",-0.153905611809909,252
"AA","AVY",-0.140842919400003,252
"AA","AXP",0.296555445073874,252
"AA","AZO",-0.110390574613753,252
"AA","BA",-0.241787120872728,252
"AA","BAC",0.429544658072487,252
"AA","BAX",0.308342653601645,252
"AA","BBBY",0.126529312728576,252
"AA","BBT",-0.250156123994903,252
"AA","BBY",0.307379929387235,252
"AA","BCR",0.2882836875559,252
"AA","BDX",0.103849115266456,252
"AA","BEAM",0.642006398461752,252
"AA","BEN",0.50886193575209,252
"AA","BF.B",0.321832743296306,252
"AA","BHI",-0.198703838927233,252
"AA","BIG",0.409095428428983,252
"AA","BIIB",-0.0165913165556176,252
"AA","BK",0.566833288846154,252
"AA","BLK",0.264472275881292,252
"AA","BLL",0.357664441974611,252
"AA","BMC",-0.270639436334081,252
"AA","BMS",-0.173919783216955,252
"AA","BMY",0.0513889257346303,252
"AA","BRCM",0.492998027448507,252
"AA","BRK.B",0.510594661848644,252
"AA","BSX",-0.321497763282501,252
"AA","BTU",-0.178035106838644,252
"AA","BWA",-0.201881767335519,252
"AA","BXP",0.0605449386180103,252
"AA","C",0.466469951581531,252
"AA","CA",-0.138027735839486,252
"AA","CAG",0.274685597782807,252
"AA","CAH",0.199477682906332,252
"AA","CAM",0.14873921306542,252
"AA","CAT",0.192282191972669,252
"AA","CB",0.170505148073508,252
"AA","CBG",0.281504682626971,252
"AA","CBS",-0.415711301822175,252
"AA","CCE",0.00119071332837481,252
"AA","CCI",0.191120740237257,252
"AA","CCL",-0.0274448279885274,252
"AA","CELG",0.345662750652219,252
"AA","CERN",0.168782290470667,252
"AA","CF",0.154423028447906,252
"AA","CFN",0.320257092859186,252
"AA","CHK",0.0563460452148545,252
"AA","CHRW",0.497202255969815,252
"AA","CI",0.0780982467976757,252
"AA","CINF",-0.0128405361501897,252
"AA","CL",-0.00525540119654639,252
"AA","CLF",-0.163148442880639,252
"AA","CLX",0.0876025057791284,252
"AA","CMA",0.116054007733884,252
"AA","CMCSA",0.350249875454481,252
"AA","CME",0.13682028925764,252
"AA","CMG",0.637821429412596,252
"AA","CMI",-0.119731624895834,252
"AA","CMS",0.169379373229375,252
"AA","CNP",0.474912157347194,252
"AA","CNX",-0.0660322293727002,252
"AA","COF",0.534823043420102,252
"AA","COG",-0.215218842804263,252
"AA","COH",-0.717624925159641,252
"AA","COL",-0.120370124189419,252
"AA","COP",0.202616917212923,252
"AA","COST",0.1613838860882,252
"AA","COV",0.712480159437771,252
"AA","CPB",-0.165701214374908,252
"AA","CRM",0.119917380728565,252
"AA","CSC",-0.0561870974461186,252
"AA","CSCO",0.246691360092175,252
"AA","CSX",0.475621334912259,252
"AA","CTAS",0.181177221075419,252
"AA","CTL",0.829028362147567,252
"AA","CTSH",-0.176446631962959,252
"AA","CTXS",0.653567786866169,252
"AA","CVC",0.615628585482869,252
"AA","CVH",0.133199840914051,252
"AA","CVS",0.115228015732358,252
"AA","CVX",0.16398156784617,252
"AA","D",0.218757952023359,252
"AA","DD",0.00101993063361699,252
"AA","DE",-0.574105298467528,252
"AA","DF",0.0689244998105935,252
"AA","DFS",0.700899194715827,252
"AA","DG",0.126417832766248,252
"AA","DGX",0.0814037516711596,252
"AA","DHI",-0.107800218433289,252
"AA","DHR",0.123565684665501,252
"AA","DIS",0.123099559453926,252
"AA","DISCA",0.0382709761687619,252
"AA","DLTR",0.0203524903407218,252
"AA","DNB",0.387975927468645,252
"AA","DNR",-0.124986178449344,252
"AA","DO",-0.192487504846331,252
"AA","DOV",0.0570945788185059,252
"AA","DOW",0.305153199110222,252
"AA","DPS",0.259211576893334,252
"AA","DRI",-0.0991290077756692,252
"AA","DTE",0.265699830532533,252
"AA","DTV",0.587911196544638,252
"AA","DUK",0.395790768903666,252
"AA","DVA",0.269921824222421,252
"AA","DVN",0.00215351928300606,252
"AA","EA",0.110407940181652,252
"AA","EBAY",-0.0191119670346823,252
"AA","ECL",0.225151909721369,252
"AA","ED",0.320721442107916,252
"AA","EFX",0.144965739756377,252
"AA","EIX",0.276999830365323,252
"AA","EL",-0.0745855276828017,252
"AA","EMC",0.786590939026312,252
"AA","EMN",0.00564005545676638,252
"AA","EMR",0.00976801531707318,252
"AA","EOG",0.0743448270623468,252
"AA","EQR",0.196810318394012,252
"AA","EQT",-0.214090863590579,252
"AA","ESRX",0.144344975449672,252
"AA","ESV",-0.000179316892012758,252
"AA","ETFC",-0.0512757268311365,252
"AA","ETN",-0.231085970847691,252
"AA","ETR",0.424831361559062,252
"AA","EW",0.248133703741799,252
"AA","EXC",-0.0208062478793448,252
"AA","EXPD",-0.102825103866844,252
"AA","EXPE",0.425315881652279,252
"AA","F",0.0328397060129951,252
"AA","FAST",-0.291890273984376,252
"AA","FCX",0.0838634750885445,252
"AA","FDO",0.574992508455255,252
"AA","FDX",0.443739665039671,252
"AA","FE",0.271521981659491,252
"AA","FFIV",0.62871831789426,252
"AA","FHN",0.0647212226891277,252
"AA","FII",0.1768270105225,252
"AA","FIS",0.142196921774716,252
"AA","FISV",0.183709090098257,252
"AA","FITB",-0.184068880190693,252
"AA","FLIR",-0.255114014294428,252
"AA","FLR",-0.141965712828786,252
"AA","FLS",-0.092609460876934,252
"AA","FMC",-0.519936814819285,252
"AA","FOSL",0.162102827326257,252
"AA","FRX",0.831652248552556,252
"AA","FSLR",-0.261848561036858,252
"AA","FTI",0.169008402409876,252
"AA","FTR",0.266612902270927,252
"AA","GAS",0.466191958807177,252
"AA","GCI",0.360760425997671,252
"AA","GD",0.475019923155429,252
"AA","GE",-0.0584741064309378,252
"AA","GILD",0.64963936460841,252
"AA","GIS",-0.118863632455859,252
"AA","GLW",-0.0837411880968974,252
"AA","GME",0.23804580777311,252
"AA","GNW",-0.288000767318069,252
"AA","GOOG",0.223073205358243,252
"AA","GPC",0.322885488425445,252
"AA","GPS",0.127605212999781,252
"AA","GS",0.485609279996267,252
"AA","GT",-0.0268758788652344,252
"AA","GWW",-0.127755090282162,252
"AA","HAL",0.00899999195121131,252
"AA","HAR",-0.0816501740179612,252
"AA","HAS",-0.139081796914025,252
"AA","HBAN",0.113145996595326,252
"AA","HCBK",-0.232822128683054,252
"AA","HCN",0.196180091880197,252
"AA","HCP",0.381315729421852,252
"AA","HD",0.161772153785717,252
"AA","HES",0.19610970168114,252
"AA","HIG",0.206806812082265,252
"AA","HOG",-0.241127587725569,252
"AA","HON",0.126349539700371,252
"AA","HOT",0.14227538839505,252
"AA","HP",-0.140026124765026,252
"AA","HPQ",0.712578203939999,252
"AA","HRB",0.597406892202642,252
"AA","HRL",0.110953572972196,252
"AA","HRS",-0.336230409524238,252
"AA","HSP",-0.0199237037511655,252
"AA","HST",0.640302389168911,252
"AA","HSY",-0.171366551630905,252
"AA","HUM",0.0335715167242744,252
"AA","IBM",-0.136595581558873,252
"AA","ICE",0.0193336371779769,252
"AA","IFF",-0.0818396609658214,252
"AA","IGT",0.551791466944031,252
"AA","INTC",0.791300182846334,252
"AA","INTU",0.254666167638674,252
"AA","IP",0.300289000763093,252
"AA","IPG",0.227200715997262,252
"AA","IR",0.123774813395618,252
"AA","IRM",0.448515987458023,252
"AA","ISRG",0.435226317979975,252
"AA","ITW",0.146070537481919,252
"AA","IVZ",0.519792671156968,252
"AA","JBL",0.385679335516474,252
"AA","JCI",0.105898089617267,252
"AA","JCP",0.104807568198382,252
"AA","JDSU",0.0834083458778024,252
"AA","JEC",-0.334593503213159,252
"AA","JNJ",0.60131672781892,252
"AA","JNPR",-0.48757213763661,252
"AA","JOY",0.074505032809776,252
"AA","JPM",0.370728759623923,252
"AA","JWN",0.24434880897147,252
"AA","K",-0.137064920366805,252
"AA","KEY",-0.247771963603279,252
"AA","KIM",0.15362718696054,252
"AA","KLAC",0.593877265337182,252
"AA","KMB",0.2240241112723,252
"AA","KMI",0.489378862658676,252
"AA","KMX",0.222364869950881,252
"AA","KO",0.523429993903091,252
"AA","KR",0.0688164365246737,252
"AA","KRFT",-0.134974808130603,252
"AA","KSS",-0.11862920134606,252
"AA","L",-0.0587610985091318,252
"AA","LEG",0.128972022035149,252
"AA","LEN",-0.00605856811363369,252
"AA","LH",-0.0814539283131724,252
"AA","LLL",-0.0619781237667875,252
"AA","LLTC",-0.241626594317535,252
"AA","LLY",0.270121034448379,252
"AA","LM",0.259702150407778,252
"AA","LMT",0.230766304644953,252
"AA","LNC",0.379952377094076,252
"AA","LO",0.204859430797419,252
"AA","LOW",0.120407306133918,252
"AA","LRCX",0.606816533852484,252
"AA","LSI",-0.30488294855768,252
"AA","LUK",-0.196351085175662,252
"AA","LUV",0.292584939626186,252
"AA","LYB",0.21848805417535,252
"AA","M",0.165056640687535,252
"AA","MA",0.172050020819785,252
"AA","MAR",0.363639202106339,252
"AA","MAS",0.153906415286847,252
"AA","MAT",-0.158378486956574,252
"AA","MCD",-0.583241958751324,252
"AA","MCHP",-0.227006264741885,252
"AA","MCK",0.273957207566514,252
"AA","MCO",0.49304525570485,252
"AA","MDLZ",0.274985713184987,252
"AA","MDT",0.190492567081796,252
"AA","MET",0.447127739361692,252
"AA","MJN",0.529236506916156,252
"AA","MKC",-0.128675696740796,252
"AA","MMC",0.379404177094969,252
"AA","MMM",0.210915996668083,252
"AA","MNST",0.129585124050629,252
"AA","MO",0.279861467296791,252
"AA","MON",0.190011723634633,252
"AA","MOS",-0.289249338503366,252
"AA","MPC",-0.110543861329394,252
"AA","MRK",0.501695231729388,252
"AA","MRO",0.157382404244446,252
